Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name,LinkedIn ID
2022,FOOT LOCKER CORPORATE SERVICES INC,4,0,33,0,45,3346,NY,NEW YORK,10001,FOOT LOCKER CORPORATE SERVICES,
2022,FORDHAM UNIVERSITY,9,0,12,1,61,451,NY,BRONX,10458,FORDHAM UNIVERSITY,
2022,FOURSQUARE LABS INC,6,0,10,0,51,3153,NY,NEW YORK,10010,FOURSQUARE LABS,
2022,FRACTAL ANALYTICS INC,34,1,33,0,54,961,NY,NEW YORK,10007,FRACTAL ANALYTICS,
2022,FRAZER JONES LLC,3,0,5,0,33,291,NY,SYRACUSE,13209,FRAZER JONES,
2022,FRESH DIRECT LLC,6,0,14,0,44,6953,NY,BRONX,10454,FRESH DIRECT,
2022,FRITO LAY INC,2,0,5,0,31,9583,NY,PURCHASE,10577,FRITO LAY,
2022,FUBOTV INC,2,0,11,0,51,4767,NY,NEW YORK,10104,FUBOTV,
2022,FUNCTION INC DBA FUNCTION OF BEAUTY,10,1,53,0,32,4405,NY,NEW YORK,10012,FUNCTION FUNCTION OF BEAUTY,
2022,GALAXY DIGITAL LP,1,0,5,0,52,8438,NY,NEW YORK,10013,GALAXY DIGITAL,
2022,GBT US LLC D B A AMERICAN EXPRESS,3,0,35,0,56,9383,NY,NEW YORK,10017,GBT US D B A AMERICAN EXPRESS,
2022,GENERAL ATLANTIC SERVICE COMPANY L P,4,0,8,0,52,1941,NY,NEW YORK,10055,GENERAL ATLANTIC SERVICE COMPANY L P,
2022,GENERAL ELECTRIC COMPANY,12,0,8,2,54,9340,NY,NISKAYUNA,12309,GENERAL ELECTRIC COMPANY,
2022,GENERAL PHYSICIAN P C,1,0,7,0,62,136,NY,BUFFALO,14210,GENERAL PHYSICIAN P C,
2022,GIC ASSET MANAGEMENT PTE LTD,3,0,5,1,52,2800,NY,NEW YORK,10017,GIC ASSET MANAGEMENT PTE LTD,
2022,GLOBAL INFRASTRUCTURE MANAGEMENT LLC,3,0,5,0,52,4170,NY,NEW YORK,10105,GLOBAL INFRASTRUCTURE MANAGEMENT,
2022,GLOBALFOUNDRIES US 2 LLC,4,0,10,1,33,6721,NY,BALLSTON SPA,12020,GLOBALFOUNDRIES US 2,
2022,GOTHAM EYE MEDICAL PC,5,0,8,0,62,2544,NY,BRONX,10451,GOTHAM EYE MEDICAL PC,
2022,GRASSI AND CO CPA PC,7,0,14,3,54,6576,NY,JERICHO,11753,GRASSI AND CO CPA PC,
2022,GREAT LAKES PHYSICIAN PRACTICE PC,1,0,6,1,62,6362,NY,JAMESTOWN,14701,GREAT LAKES PHYSICIAN PRACTICE PC,
2022,GROCERY DELIVERY E SERVICES USA,12,0,32,0,45,9819,NY,NEW YORK,10005,GROCERY DELIVERY E SERVICES,
2022,GROUP PMX LLC,0,0,6,0,23,4850,NY,PORT WASHINGTON,11050,GROUP PMX,
2022,GSR SERVICES USA LLC,2,0,5,0,52,4602,NY,NEW YORK,10019,GSR SERVICES,
2022,H1 INSIGHTS INC,4,0,5,0,51,9829,NY,NEW YORK,10016,H1 INSIGHTS,
2022,HARDESTY HANOVER LLC,9,0,13,0,54,1954,NY,NEW YORK,10036,HARDESTY HANOVER,
2022,HBO SERVICE CORPORATION,1,0,14,0,51,4817,NY,NEW YORK,10001,HBO SERVICE CORPORATION,
2022,HEAD HAND PR LLC,4,0,20,0,54,4066,NY,NEW YORK,10016,HEAD HAND PR,
2022,HEALIXGLOBAL INC,12,1,53,0,54,8916,NY,NEW YORK,10001,HEALIXGLOBAL,
2022,HENRY SCHEIN INC,1,0,6,0,56,6595,NY,MELVILLE,11747,HENRY SCHEIN,
2022,HF MANAGEMENT SERVICES LLC DBA HEALTHFIRST,1,0,38,0,52,9806,NY,NEW YORK,10007,HF MANAGEMENT SERVICES HEALTHFIRST,
2022,HIDAMARI ENGINEERING SERVICES PC,8,0,9,0,54,9850,NY,FLUSHING,11354,HIDAMARI ENGINEERING SERVICES PC,
2022,HOME HASLEGRAVE INC DBA HOME STUDIOS,8,0,9,0,54,8695,NY,BROOKLYN,11215,HOME HASLEGRAVE HOME STUDIOS,
2022,HOMECARE SOFTWARE SOLUTIONS LLC,1,0,5,0,54,6664,NY,NEW YORK,10036,HOMECARE SOFTWARE SOLUTIONS,
2022,HONEYCOMB ASSET MANAGEMENT LP,11,0,24,0,52,5100,NY,NEW YORK,10022,HONEYCOMB ASSET MANAGEMENT,
2022,HOSPITAL FOR SPECIAL SURGERY,9,0,17,2,62,4135,NY,NEW YORK,10021,HOSPITAL FOR SPECIAL SURGERY,
2022,HOWELL BELANGER CASTELLI ARCHITECT,6,0,6,0,54,81,NY,NEW YORK,10001,HOWELL BELANGER CASTELLI ARCHITECT,
2022,HSBC BANK USA NA,6,0,14,1,52,7241,NY,BUFFALO,14203,HSBC BANK,
2022,HSO ENTERPRISE SOLUTIONS LLC,1,0,9,0,54,7800,NY,NEW YORK,10118,HSO ENTERPRISE SOLUTIONS,
2022,HUDSON ENGINEERING CONSULTING PC,1,0,6,0,54,9845,NY,ELMSFORD,10523,HUDSON ENGINEERING CONSULTING PC,
2022,HUDSON RIVER TRADING LLC,7,0,15,0,52,5436,NY,NEW YORK,10007,HUDSON RIVER TRADING,
2022,HYZON MOTORS INC,1,0,5,0,33,5121,NY,HONEOYE FALLS,14472,HYZON MOTORS,
2022,ICAPITAL NETWORK INC,1,0,10,0,52,9130,NY,NEW YORK,10165,ICAPITAL NETWORK,
2022,IFM INVESTORS US LLC,4,0,6,0,52,6864,NY,NEW YORK,10036,IFM INVESTORS US,
2022,IHS GLOBAL INC,7,0,36,2,51,1160,NY,NEW YORK,10001,IHS GLOBAL,
2022,INDUSTRIAL AND COMMERCIAL BANK OF,0,0,5,0,52,3643,NY,NEW YORK,10036,INDUSTRIAL AND COMMERCIAL BANK OF,
2022,INFINITY MEDICAL OF WNY P C,0,0,7,0,62,8016,NY,ELMA,14059,INFINITY MEDICAL OF WNY P C,
2022,INFORMED DATA SYS INC DBA ONE DROP,3,0,6,0,32,4380,NY,NEW YORK,10012,INFORMED DATA SYS ONE DROP,
2022,ING FINANCIAL SERVICES LLC,6,0,5,0,52,3590,NY,NEW YORK,10036,ING FINANCIAL SERVICES,
2022,INTEGRIDATA BUS TECH SOLUTIONS LLC,0,0,5,0,54,1574,NY,NEW YORK,10168,INTEGRIDATA BUS TECH SOLUTIONS,
2022,INTERNATIONAL RESCUE COMMITTEE INC,7,0,7,0,81,870,NY,NEW YORK,10168,INTERNATIONAL RESCUE COMMITTEE,
2022,INTL PREMIUM SVCS INC DBA,1,0,6,0,52,8732,NY,NEW YORK,10022,INTL PREMIUM SVCS,
2022,INVAGEN PHARMACEUTICALS INC,5,0,11,0,32,845,NY,HAUPPAUGE,11788,INVAGEN PHARMACEUTICALS,
2022,INVESTINGCHANNEL INC,3,0,5,0,54,2942,NY,NEW YORK,10019,INVESTINGCHANNEL,
2022,IPG HEALTH LLC,30,1,9,0,54,2206,NY,NEW YORK,10001,IPG HEALTH,
2022,ISTAR,0,0,5,0,52,1527,NY,NEW YORK,10036,ISTAR,
2022,ITE MANAGEMENT L P,9,0,16,0,52,8229,NY,NEW YORK,10003,ITE MANAGEMENT L P,
2022,J CREW GROUP LLC,1,0,12,0,44,4486,NY,NEW YORK,10281,J CREW GROUP,
2022,JANE STREET GROUP LLC,22,0,14,0,52,33,NY,NEW YORK,10281,JANE STREET GROUP,
2022,JANE STREET GROUP LLC,27,0,135,1,53,33,NY,NEW YORK,10281,JANE STREET GROUP,
2022,JETBLUE AIRWAYS CORPORATION,2,0,27,0,48,7894,NY,LONG ISLAND CITY,11101,JETBLUE AIRWAYS CORPORATION,
2022,JOHN MEZZALINGUA ASSOCIATES LLC,13,0,22,0,33,3004,NY,LIVERPOOL,13088,JOHN MEZZALINGUA ASSOCIATES,
2022,JOKR US CORP,0,0,5,0,49,6242,NY,NEW YORK,10013,JOKR US CORP,
2022,JT MAGEN & COMPANY INC,5,0,7,0,23,6124,NY,NEW YORK,10001,JT MAGEN & COMPANY,
2022,JUSTICE INNOVATION INC DBA CENTER FOR COURT INNOVATION,0,0,6,0,81,883,NY,NEW YORK,10018,JUSTICE INNOVATION CENTER FOR COURT INNOVATION,
2022,KALANTRY LLP,1,0,5,0,54,7276,NY,FOREST HILLS,11375,KALANTRY LLP,
2022,KALEIDA HEALTH,1,0,7,0,62,3232,NY,BUFFALO,14210,KALEIDA HEALTH,
2022,"KBRA HOLDINGS, LLC",7,0,6,0,56,4015,NY,NEW YORK,10022,"KBRA HOLDINGS,",
2022,KISS NAIL PRODUCTS INC,2,0,6,0,42,2607,NY,PORT WASHINGTON,11050,KISSIL PRODUCTS,
2022,KK MEHTA CPA ASSOCIATES PLLC,6,0,17,0,54,1426,NY,GARDEN CITY,11530,KK MEHTA CPA ASSOCIATES PLLC,
2022,KKR CREDIT ADVISORS US LLC,0,0,10,0,52,3596,NY,NEW YORK,10001,KKR CREDIT ADVISORS US,
2022,KODAK ALARIS INC,3,0,9,0,33,9770,NY,ROCHESTER,14624,KODAK ALARIS,
2022,KODOMONO KUNI,7,1,10,2,61,7553,NY,WHITE PLAINS,10606,KODOMONO KUNI,
2022,KOHLBERG KRAVIS ROBERTS CO LP,6,0,14,1,52,7105,NY,NEW YORK,10001,KOHLBERG KRAVIS ROBERTS CO,
2022,KOHN PEDERSEN FOX ASSOCIATES PC,13,0,6,0,54,2504,NY,NEW YORK,10036,KOHN PEDERSEN FOX ASSOCIATES PC,
2022,KROLL LLC,5,0,11,0,52,666,NY,NEW YORK,10055,KROLL,
2022,LABELLA ASSOCIATES D P C,2,0,6,0,54,5731,NY,ROCHESTER,14614,LABELLA ASSOCIATES D P C,
2022,LATCH SYSTEMS INC,2,0,17,0,42,9711,NY,NEW YORK,10001,LATCH SYSTEMS,
2022,LAURION CAPITAL MANAGEMENT LP,2,0,5,0,52,4425,NY,NEW YORK,10017,LAURION CAPITAL MANAGEMENT,
2022,LAW OFFICE OF YEUNG AND WANG PLLC,8,0,18,0,54,7564,NY,FLUSHING,11354,LAW OFFICE OF YEUNG AND WANG PLLC,
2022,LIAZON CORPORATION,0,0,16,0,54,4151,NY,NEW YORK,10281,LIAZON CORPORATION,
2022,LINKLATERS LLP,21,0,12,3,54,3177,NY,NEW YORK,10104,LINKLATERS LLP,
2022,LOCKTON RE LLC,3,0,30,0,52,5344,NY,NEW YORK,10010,LOCKTON RE,
2022,LONDON STOCK EXCHANGE GROUP HOLDINGS INC,11,0,23,0,52,5454,NY,NEW YORK,10005,LONDON STOCK EXCHANGE GROUP HOLDINGS,
2022,LONG ISLAND UNIV,9,0,6,0,61,3516,NY,BROOKVILLE,11548,LONG ISLAND UNIV,
2022,M T BANK,4,0,87,0,52,8020,NY,BUFFALO,14203,M T BANK,
2022,MACQUARIE GLOBAL SERVICES USA LLC,3,0,13,0,52,8628,NY,NEW YORK,10019,MACQUARIE GLOBAL SERVICES,
2022,MACQUARIE HOLDINGS USA INC,1,0,9,0,52,9912,NY,NEW YORK,10019,MACQUARIE HOLDINGS,
2022,MADISON INTERNATIONAL REALTY LLC,2,0,5,0,52,6840,NY,NEW YORK,10022,MADISON INTERNATIONAL REALTY,
2022,MAIMONIDES MEDICAL CENTER,32,0,43,0,62,5081,NY,BROOKLYN,11219,MAIMONIDES MEDICAL CENTER,
2022,MAIN STREET CHIROPRACTIC AND PHYSICAL THERAPY PLLC,6,0,19,0,62,839,NY,SPRING VALLEY,10977,MAIN STREET CHIROPRACTIC AND PHYSICAL THERAPY PLLC,
2022,MAN INVESTMENTS USA HOLDINGS INC,2,0,7,0,52,3332,NY,NEW YORK,10105,MAN INVESTMENTS HOLDINGS,
2022,MARCUM BERNSTEIN PINCHUK LLP,1,0,8,0,54,6076,NY,NEW YORK,10001,MARCUM BERNSTEIN PINCHUK LLP,
2022,MARKIT NORTH AMERICA INC,16,0,65,1,51,3988,NY,NEW YORK,10001,MARKIT NORTH AMERICA,
2022,MARKITSERV LLC DBA IHS MARKIT,639,5,1388,17,51,8068,NY,NEW YORK,10001,MARKITSERV IHS MARKIT,
2022,MASTERCARD INTERNATIONAL INC,60,1,664,1,52,6378,NY,PURCHASE,10577,MASTERCARD INTERNATIONAL,
2022,MAZARS USA LLP,7,0,15,0,54,9550,NY,NEW YORK,10020,MAZARS LLP,
2022,MCCANN RELATIONSHIP MARKETING LLC,22,1,76,3,54,290,NY,NEW YORK,10017,MCCANN RELATIONSHIP MARKETING,
2022,MEDIAOCEAN LLC,3,0,14,0,51,7729,NY,NEW YORK,10271,MEDIAOCEAN,
2022,MEDIPHORE INC,1,0,6,0,54,234,NY,NEW YORK,10017,MEDIPHORE,
2022,MEDITERRANEAN SHIPPING CO USA INC,10,0,18,1,48,6410,NY,NEW YORK,10018,MEDITERRANEAN SHIPPING CO,
2022,MEMORIAL SLOAN KETTERING CANCER CE,194,3,180,4,62,4236,NY,NEW YORK,10017,MEMORIAL SLOAN KETTERING CANCER CE,
2022,MICHAEL KORS USA INC,2,0,13,0,54,5964,NY,NEW YORK,10036,MICHAEL KORS,
2022,MINDEX TECHNOLOGIES INC,7,0,10,1,54,8084,NY,ROCHESTER,14607,MINDEX TECHNOLOGIES,
2022,MIZUHO AMERICAS SERVICES LLC,1,0,16,0,52,578,NY,NEW YORK,10020,MIZUHO AMERICAS SERVICES,
2022,MIZUHO SECURITIES USA LLC,2,0,17,0,52,742,NY,NEW YORK,10020,MIZUHO SECURITIES,
2022,MOBILEYE INC,15,0,24,4,54,1127,NY,NEW YORK,10018,MOBILEYE,
2022,MONTALTO & ROTHSTEIN ENGINEERING,0,0,5,0,54,2058,NY,NEW YORK,10001,MONTALTO & ROTHSTEIN ENGINEERING,
2022,MONTEFIORE MEDICAL CENTER,56,0,57,0,62,114,NY,BRONX,10467,MONTEFIORE MEDICAL CENTER,
2022,MOODYS ANALYTICS INC,29,0,111,0,56,1829,NY,NEW YORK,10007,MOODYS ANALYTICS,
2022,MOODYS INVESTORS SERVICE INC,21,0,81,0,56,9883,NY,NEW YORK,10007,MOODYS INVESTORS SERVICE,
2022,MOODYS SHARED SERVICES INC,4,0,29,0,56,3953,NY,NEW YORK,10007,MOODYS SHARED SERVICES,
2022,MOORE CAPITAL MANAGEMENT LLC,0,0,5,0,52,6218,NY,NEW YORK,10036,MOORE CAPITAL MANAGEMENT,
2022,MORGAN STANLEY BANK N A,6,0,6,0,52,7380,NY,NEW YORK,10036,MORGAN STANLEY BANK,
2022,MORGAN STANLEY CO LLC,65,1,91,1,52,5998,NY,NEW YORK,10036,MORGAN STANLEY CO,
2022,MORGAN STANLEY INVESTMENT MANAGEMENT INC,6,0,22,0,52,307,NY,NEW YORK,10019,MORGAN STANLEY INVESTMENT MANAGEMENT,
2022,MORGAN STANLEY SERVICES GROUP INC,117,2,517,5,52,6361,NY,NEW YORK,10036,MORGAN STANLEY SERVICES GROUP,
2022,MORGAN STANLEY SMITH BARNEY LLC,11,0,55,0,52,844,NY,NEW YORK,10019,MORGAN STANLEY SMITH BARNEY,
2022,MOUNT SINAI HOSPITAL,39,1,26,1,62,4096,NY,NEW YORK,10029,MOUNT SINAI HOSPITAL,
2022,MPG OPERATIONS LLC,18,0,106,0,52,5318,NY,NEW YORK,10022,MPG OPERATIONS,
2022,MPHASIS CORPORATION,130,2,781,1,54,9720,NY,NEW YORK,10010,MPHASIS CORPORATION,
2022,MSG ENTERTAINMENT GROUP LLC,0,0,7,0,71,1028,NY,NEW YORK,10121,MSG ENTERTAINMENT GROUP,
2022,NAMELY INC,1,0,12,0,54,169,NY,NEW YORK,10007,NAMELY,
2022,NARRATIV COMPANY INC,0,0,7,0,51,3151,NY,NEW YORK,10017,NARRATIV COMPANY,
2022,NASDAQ INC,3,0,11,0,52,5937,NY,NEW YORK,10006,NASDAQ,
2022,NASDAQ STOCK MARKET LLC,4,0,14,0,52,3009,NY,NEW YORK,10036,NASDAQ STOCK MARKET,
2022,NATIXIS NORTH AMERICA LLC,2,0,8,0,52,5452,NY,NEW YORK,10020,NATIXIS NORTH AMERICA,
2022,NEUBERGER BERMAN GROUP LLC,4,1,20,0,52,1182,NY,NEW YORK,10104,NEUBERGER BERMAN GROUP,
2022,NEW YORK BLOOD CENTER,1,0,7,0,62,9477,NY,NEW YORK,10065,NEW YORK BLOOD CENTER,
2022,NEW YORK CITY DEPARTMENT OF EDUCATION,15,0,45,0,61,434,NY,NEW YORK,10007,NEW YORK CITY DEPARTMENT OF EDUCATION,
2022,NEW YORK COMMUNITY BANK,2,0,10,0,52,2640,NY,HICKSVILLE,11801,NEW YORK COMMUNITY BANK,
2022,NEW YORK INDEPENDENT SYSTEM OPERAT,16,0,17,5,22,5612,NY,RENSSELAER,12144,NEW YORK INDEPENDENT SYSTEM OPERAT,
2022,NEW YORK INSTITUTE OF TECH,2,0,7,3,61,8788,NY,OLD WESTBURY,11568,NEW YORK INSTITUTE OF TECH,
2022,NEW YORK LIFE INSURANCE COMPANY,16,0,65,0,52,2869,NY,NEW YORK,10010,NEW YORK LIFE INSURANCE COMPANY,
2022,NEW YORK POWER AUTHORITY,1,0,19,0,92,882,NY,WHITE PLAINS,10601,NEW YORK POWER AUTHORITY,
2022,NEW YORK TIMES COMPANY,3,0,28,0,56,2020,NY,NEW YORK,10018,NEW YORK TIMES COMPANY,
2022,NEW YORK UNIVERSITY,74,1,33,3,61,2308,NY,NEW YORK,10003,NEW YORK UNIVERSITY,
2022,NEWMARK,0,0,9,0,53,63,NY,NEW YORK,10017,NEWMARK,
2022,NEWS CORP TECHNOLOGY INC,1,0,7,0,51,3972,NY,NEW YORK,10036,NEWS CORP TECHNOLOGY,
2022,NFP CORP,1,0,8,0,55,9115,NY,NEW YORK,10173,NFP CORP,
2022,NIELSEN COMPANY US LLC,29,0,185,2,54,1439,NY,NEW YORK,10004,NIELSEN COMPANY US,
2022,NOMAD HEALTH INC,2,0,6,0,51,5090,NY,NEW YORK,10017,NOMAD HEALTH,
2022,NOMURA SECURITIES INTERNATIONAL INC,20,0,22,1,52,2206,NY,NEW YORK,10019,NOMURA SECURITIES INTERNATIONAL,
2022,NOOM INC,2,0,14,0,51,3906,NY,NEW YORK,10001,NOOM,
2022,NOVA CONCEPTS INC,1,0,26,0,54,8981,NY,BROOKLYN,11205,NOVA CONCEPTS,
2022,NOVISYNC INC,2,0,5,0,54,6505,NY,POUGHKEEPSIE,12601,NOVISYNC,
2022,NTOPOLOGY INC,1,0,5,0,51,4160,NY,NEW YORK,10013,NTOPOLOGY,
2022,NYC COLLEGE OF TECHNOLOGY CUNY,21,0,54,0,61,3536,NY,NEW YORK,10031,NYC COLLEGE OF TECHNOLOGY CUNY,
2022,NYDIG IHC LLC,2,0,6,0,52,2334,NY,NEW YORK,10022,NYDIG IHC,
2022,NYU GROSS SCHOOL OF MEDICINE,108,0,48,0,61,2309,NY,NEW YORK,10016,NYU GROSS SCHOOL OF MEDICINE,
2022,NYU LANGONE HEALTH SYSTEM,3,0,6,0,61,3531,NY,NEW YORK,10016,NYU LANGONE HEALTH SYSTEM,
2022,NYU LANGONE HOSPITALS,5,0,6,0,61,1298,NY,NEW YORK,10016,NYU LANGONE HOSPITALS,
2022,OLIVER WYMAN ACTUARIAL CONSULTING,4,0,5,0,54,7522,NY,NEW YORK,10036,OLIVER WYMAN ACTUARIAL CONSULTING,
2022,ONEIL LANGAN ARCHITECTS PC,7,0,6,1,54,375,NY,NEW YORK,10011,ONEIL LANGAN ARCHITECTS PC,
2022,OPENWAVE COMPUTING LLC,1,0,19,1,54,8088,NY,NEW YORK,10001,OPENWAVE COMPUTING,
2022,OSCAR MANAGEMENT CORPORATION,4,0,28,0,52,9452,NY,NEW YORK,10013,OSCAR MANAGEMENT CORPORATION,
2022,OVITZ CORPORATION,86,6,25,2,54,8361,NY,ROCHESTER,14604,OVITZ CORPORATION,
2022,PELOTON INTERACTIVE INC,13,0,40,0,45,3761,NY,NEW YORK,10001,PELOTON INTERACTIVE,
2022,PEPSICO INC,6,0,45,0,31,4302,NY,PURCHASE,10577,PEPSICO,
2022,PHYSICIAN AFFILIATE GROUP OF NEW YORK P C,29,0,46,0,62,3487,NY,NEW YORK,10027,PHYSICIAN AFFILIATE GROUP OF NEW YORK P C,
2022,PJT PARTNERS HOLDINGS LP,8,0,6,0,52,3496,NY,NEW YORK,10017,PJT PARTNERS HOLDINGS,
2022,PLUG POWER INC,1,0,7,0,54,2377,NY,LATHAM,12110,PLUG POWER,
2022,PRECISION NEUROSCIENCE CORPORATION,7,0,35,0,54,8440,NY,NEW YORK,10010,PRECISION NEUROSCIENCE CORPORATION,
2022,PREMIUM BRANDS SERVICES LLC,0,0,15,0,44,5713,NY,NEW YORK,10036,PREMIUM BRANDS SERVICES,
2022,PRO4IA INC,1,0,5,0,54,5959,NY,NEW YORK,10004,PRO4IA,
2022,PROF ORTHOPEDIC SPORTS PHYSICAL,6,0,10,0,62,1170,NY,MELVILLE,11747,PROF ORTHOPEDIC SPORTS PHYSICAL,
2022,PUBLISHERS CLEARING HOUSE LLC,7,0,11,0,54,276,NY,JERICHO,11753,PUBLISHERS CLEARING HOUSE,
2022,PUYU MANAGEMENT LLC DBA PICO NY,17,0,35,1,54,4892,NY,NEW YORK,10017,PUYU MANAGEMENT PICO NY,
2022,QAPITAL LLC,3,0,7,0,52,1945,NY,NEW YORK,10011,QAPITAL,
2022,QBE INSURANCE CORPORATION,0,0,9,0,52,1816,NY,NEW YORK,10041,QBE INSURANCE CORPORATION,
2022,QUADRO PARTNERS INC,7,0,8,0,53,6269,NY,NEW YORK,10016,QUADRO PARTNERS,
2022,RAMBOLL AMERICAS ENGINEERING SOLUTIONS INC,2,0,13,0,54,138,NY,SYRACUSE,13202,RAMBOLL AMERICAS ENGINEERING SOLUTIONS,
2022,RCM TECHNOLOGIES INC,5,0,27,1,56,9427,NY,NEW YORK,10018,RCM TECHNOLOGIES,
2022,REFINITIV US LLC,0,0,5,0,99,702,NY,NEW YORK,10005,REFINITIV US,
2022,REFINITIV US LLC,1,0,28,0,51,702,NY,NEW YORK,10005,REFINITIV US,
2022,REMARKABLE FOODS INC,5,0,14,0,49,7960,NY,NEW YORK,10006,REMARKABLE FOODS,
2022,RENFRO DESIGN GROUP INC,5,0,35,0,54,4358,NY,NEW YORK,10010,RENFRO DESIGN GROUP,
2022,RESEARCH FDN OF THE CITY UNIV OF N,36,0,26,4,61,8190,NY,NEW YORK,10036,RESEARCH FDN OF THE CITY UNIV OF N,
2022,RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,24,2,15,2,61,8361,NY,BUFFALO,14214,RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,
2022,RISK FOCUS LLC,9,0,10,0,54,4306,NY,NEW YORK,10001,RISK FOCUS,
2022,ROBERT A M STERN ARCHITECTS,2,0,11,0,54,1765,NY,NEW YORK,10016,ROBERT A M STERN ARCHITECTS,
2022,ROBERT ETTINGER P E PC,1,0,6,0,54,7558,NY,NEW YORK,10018,ROBERT ETTINGER P E PC,
2022,ROCHESTER GENERAL HOSPITAL,19,0,33,0,62,3134,NY,ROCHESTER,14621,ROCHESTER GENERAL HOSPITAL,
2022,ROCHESTER INSTITUTE OF TECHNOLOGY,13,1,12,3,61,3140,NY,ROCHESTER,14623,ROCHESTER INSTITUTE OF TECHNOLOGY,
2022,ROCKSTAR GAMES INC,1,0,8,0,51,362,NY,NEW YORK,10012,ROCKSTAR GAMES,
2022,ROCKWELL ARCHITECTURE PLANNING AND DESIGN PC,7,0,7,0,54,7306,NY,NEW YORK,10003,ROCKWELL ARCHITECTURE PLANNING AND DESIGN PC,
2022,ROLLING FRITO LAY SALES LP,0,0,5,0,31,8364,NY,PURCHASE,10577,ROLLING FRITO LAY SALES,
2022,ROMAN HEALTH VENTURES INC,0,0,7,0,44,5516,NY,NEW YORK,10011,ROMAN HEALTH VENTURES,
2022,S P GLOBAL INC,7,0,23,0,52,6995,NY,NEW YORK,10041,S P GLOBAL,
2022,S P GLOBAL MARKET INTELLIGENCE INC,6,0,61,1,52,5501,NY,NEW YORK,10041,S P GLOBAL MARKET INTELLIGENCE,
2022,S R IT INC,29,0,30,1,54,7518,NY,MELVILLE,11747,S R IT,
2022,SAILTHRU INC,2,0,14,0,54,450,NY,NEW YORK,10007,SAILTHRU,
2022,SAKS COM LLC,8,0,27,0,45,2853,NY,NEW YORK,10281,SAKS COM,
2022,SAKS OFF 5TH LLC,1,0,9,0,45,7364,NY,NEW YORK,10281,SAKS OFF 5TH,
2022,SAM J NOLE CPA,2,0,5,0,54,877,NY,NEW YORK,10016,SAM J NOLE CPA,
2022,SARTORIUS STEDIM NORTH AMERICA,0,0,6,0,33,9801,NY,BOHEMIA,11716,SARTORIUS STEDIM NORTH AMERICA,
2022,SATURN BUSINESS SYSTEMS INC,0,0,5,0,42,2353,NY,NEW YORK,10017,SATURN BUSINESS SYSTEMS,
2022,SCHOLASTIC INC,2,0,7,0,51,4190,NY,NEW YORK,10012,SCHOLASTIC,
2022,SCHONFELD STRATEGIC ADVISORS LLC,2,0,27,0,52,2310,NY,NEW YORK,10022,SCHONFELD STRATEGIC ADVISORS,
2022,SCIENTIFIC COMPONENTS CORP DBA MIN,3,0,8,0,33,1210,NY,BROOKLYN,11235,SCIENTIFIC COMPONENTS CORP MIN,
2022,SCOTIA CAPITAL USA INC,6,0,10,0,52,9583,NY,NEW YORK,10281,SCOTIA CAPITAL,
2022,SEATGEEK INC,1,0,5,0,54,7904,NY,NEW YORK,10010,SEATGEEK,
2022,SG AMERICAS SECURITIES LLC,21,0,27,0,52,5590,NY,NEW YORK,10167,SG AMERICAS SECURITIES,
2022,SID TOOL INC DBA MSC INDUSTRIAL,2,0,7,0,42,6506,NY,MELVILLE,11747,SID TOOL MSC INDUSTRIAL,
2022,SIGHTLY ENTERPRISES INC,31,1,21,4,54,4733,NY,NEW YORK,10006,SIGHTLY ENTERPRISES,
2022,SILVER LAKE TECHNOLOGY MANAGEMENT,12,0,8,0,52,830,NY,NEW YORK,10001,SILVER LAKE TECHNOLOGY MANAGEMENT,
2022,SIMONS FOUNDATION,10,0,10,0,54,4889,NY,NEW YORK,10010,SIMONS FOUNDATION,
2022,SIMPSON THACHER BARTLETT LLP,12,0,16,0,54,5280,NY,NEW YORK,10017,SIMPSON THACHER BARTLETT LLP,
2022,SINGULAR SQUARE ADVISORY INC,34,1,454,1,52,7393,NY,NEW YORK,10038,SINGULAR SQUARE ADVISORY,
2022,SIRIUS GLOBAL SERVICES LLC,0,0,6,0,52,2132,NY,NEW YORK,10007,SIRIUS GLOBAL SERVICES,
2022,SIRIUS XM RADIO INC,13,0,148,0,51,207,NY,NEW YORK,10002,SIRIUS XM RADIO,
2022,SITE ENTER INC,1,1,9,0,54,6668,NY,COLLEGE POINT,11356,SITE ENTER,
2022,SIVIC SOLUTIONS GROUP LLC,3,0,7,0,54,5030,NY,UTICA,13502,SIVIC SOLUTIONS GROUP,
2022,SIXTH STREET OPPORTUNITIES PARTNERS LP,3,0,10,0,52,3078,NY,NEW YORK,10106,SIXTH STREET OPPORTUNITIES PARTNERS,
2022,SKADDEN ARPS SLATE MEAGHER FLOM,15,0,14,0,54,7230,NY,NEW YORK,10001,SKADDEN ARPS SLATE MEAGHER FLOM,
2022,SKT TECHNOLOGIES INC,1,0,6,0,42,3265,NY,LONG ISLAND CITY,11101,SKT TECHNOLOGIES,
2022,SMARTCONTRACT INC,2,0,6,0,51,2354,NY,NEW YORK,10001,SMARTCONTRACT,
2022,SMBC CAPITAL MARKETS INC,7,0,8,0,52,138,NY,NEW YORK,10172,SMBC CAPITAL MARKETS,
